Max_Power (W),Boost_Clock (MHz),Core_Speed (MHz),Process (nm),Memory (GB),Memory_Bandwidth (GB/s),Power_Connector,SLI/Crossfire Support
275,1189.6225218080888,1050,28,8192,384,14,Yes
300,1189.6225218080888,1010,28,8192,384,14,Yes
275,1189.6225218080888,1050,28,8192,384,14,Yes
375,1189.6225218080888,1010,28,8192,384,16,Yes
375,1189.6225218080888,1040,28,8192,384,16,Yes
275,1189.6225218080888,1025,28,8192,384,14,Yes
275,1189.6225218080888,1060,28,8192,390.4,14,Yes
550,1189.6225218080888,1000,28,2792.3431903373594,133.48198064035742,24,Yes
580,1189.6225218080888,1000,28,2792.3431903373594,133.48198064035742,10.29451395572666,Yes
300,1189.6225218080888,1050,28,8192,384,14,Yes
225,1189.6225218080888,1030,28,4096,185.6,12,Yes
550,1189.6225218080888,1025,28,2792.3431903373594,133.48198064035742,24,Yes
190,1189.6225218080888,990,28,4096,182.4,12,Yes
275,1189.6225218080888,1000,28,8192,384,14,Yes
300,1189.6225218080888,1010,28,8192,384,14,Yes
225,1189.6225218080888,1040,28,4096,192,12,Yes
190,1189.6225218080888,1020,28,4096,182.4,12,Yes
300,1189.6225218080888,1000,28,8192,384,14,Yes
190,1189.6225218080888,990,28,4096,182.4,12,Yes
225,1189.6225218080888,1020,28,4096,188.8,12,Yes
190,1189.6225218080888,980,28,4096,182.4,8,Yes
190,1189.6225218080888,970,28,4096,182.4,12,Yes
190,1189.6225218080888,970,28,4096,182.4,12,Yes
225,1189.6225218080888,980,28,2048,176,8,Yes
190,1189.6225218080888,1030,28,4096,182.4,12,Yes
190,1189.6225218080888,990,28,4096,182.4,14,Yes
190,1189.6225218080888,980,28,2048,188.8,12,Yes
190,1189.6225218080888,980,28,4096,188.8,12,Yes
225,1189.6225218080888,985,28,4096,185.6,12,Yes
190,1189.6225218080888,990,28,4096,182.4,12,Yes
225,1189.6225218080888,985,28,2048,176,12,Yes
190,1189.6225218080888,980,28,2048,176,12,Yes
190,1189.6225218080888,1000,28,4096,185.6,12,Yes
190,1189.6225218080888,990,28,4096,182.4,12,Yes
190,1189.6225218080888,980,28,2048,176,12,Yes
190,1189.6225218080888,1000,28,2048,179.2,12,Yes
400,1189.6225218080888,970,28,4096,352,10.29451395572666,Yes
190,1189.6225218080888,990,28,4096,182.4,8,Yes
190,1189.6225218080888,918,28,2048,176,12,Yes
190,1189.6225218080888,980,28,4096,188.8,12,Yes
190,1189.6225218080888,990,28,2048,176,12,Yes
150,975,925,28,2048,179.2,6,Yes
300,1189.6225218080888,985,28,8192,358.4,24,Yes
180,1050,1000,28,2048,179.2,12,Yes
190,1189.6225218080888,970,28,2048,176,12,Yes
150,1035,985,28,2048,179.2,6,Yes
220,1070,1020,28,8192,364.8,12,Yes
150,1035,985,28,2048,179.2,6,Yes
150,1189.6225218080888,985,28,4096,179.2,6,Yes
110,1020,970,28,2048,179.2,6,Yes
110,985,935,28,2048,182.4,6,Yes
190,1189.6225218080888,990,28,4096,176,12,Yes
110,1070,1020,28,4096,182.4,6,Yes
85,1050,1000,28,2048,104,6,Yes
110,1050,1000,28,2048,182.4,6,Yes
225,975,925,28,4096,358.4,12,Yes
150,1050,1000,28,4096,179.2,6,Yes
120,1150,1100,28,2048,104,6,Yes
110,1015,975,28,2048,179.2,6,Yes
150,1050,1000,28,2048,179.2,6,Yes
110,975,925,28,2048,179.2,6,Yes
150,1189.6225218080888,1060,28,2048,104,6,Yes
100,1189.6225218080888,1050,28,2048,112,6,Yes
100,1189.6225218080888,1100,28,2048,96,6,Yes
100,1189.6225218080888,1050,28,2048,104,6,Yes
100,1189.6225218080888,1050,28,2048,96,6,Yes
100,1189.6225218080888,1060,28,2048,105.6,6,Yes
100,1189.6225218080888,1050,28,2048,96,6,Yes
100,1189.6225218080888,1070,28,2048,104,6,Yes
150,1189.6225218080888,1060,28,2048,96,6,Yes
150,1189.6225218080888,1200,28,2048,104,6,Yes
200,1189.6225218080888,1050,28,4096,192,12,Yes
50,1189.6225218080888,1070,28,2048,96,10.29451395572666,Yes
100,1189.6225218080888,1070,28,2048,104,6,Yes
50,780,730,28,2048,28.8,10.29451395572666,No
100,1189.6225218080888,1050,28,2048,104,6,Yes
65,825,800,28,2048,72,10.29451395572666,No
50,855,830,28,2048,28.8,10.29451395572666,No
75,1189.6225218080888,1050,28,2048,96,6,Yes
65,1050,1000,28,2048,73.6,10.29451395572666,Yes
300,1189.6225218080888,1050,28,4096,320,14,Yes
350,1189.6225218080888,1000,28,8192,133.48198064035742,24,Yes
290,1189.6225218080888,1030,28,8192,352,16,Yes
290,1189.6225218080888,1080,28,4096,361,16,Yes
290,1189.6225218080888,1040,28,4096,332.8,10.29451395572666,Yes
65,1050,1000,28,1024,73.6,10.29451395572666,No
290,1189.6225218080888,1040,28,4096,345.6,14,Yes
290,1189.6225218080888,1080,28,4096,320,10.29451395572666,Yes
580,1189.6225218080888,1040,28,8192,133.48198064035742,16,Yes
290,1189.6225218080888,1040,28,4096,320,10.29451395572666,Yes
290,1189.6225218080888,1040,28,8192,320,16,Yes
250,1189.6225218080888,1030,28,4096,320,16,Yes
500,1189.6225218080888,1000,28,8192,133.48198064035742,10.29451395572666,Yes
600,1189.6225218080888,1050,28,8192,133.48198064035742,10.29451395572666,Yes
300,1189.6225218080888,1050,28,4096,345.6,14,Yes
290,1189.6225218080888,1040,28,4096,320,10.29451395572666,Yes
290,1189.6225218080888,1000,28,4096,320,14,Yes
375,1189.6225218080888,1050,28,4096,345.6,16,Yes
250,1189.6225218080888,980,28,4096,320,10.29451395572666,Yes
300,1189.6225218080888,1000,28,4096,320,14,Yes
275,1189.6225218080888,1030,28,4096,358.4,10.29451395572666,Yes
250,1189.6225218080888,947,28,4096,320,16,Yes
250,1189.6225218080888,975,28,4096,320,10.29451395572666,Yes
275,1189.6225218080888,1000,28,4096,332.8,10.29451395572666,Yes
250,1189.6225218080888,975,28,4096,320,10.29451395572666,Yes
275,1189.6225218080888,1007,28,4096,320,10.29451395572666,Yes
550,1189.6225218080888,1000,28,8192,133.48198064035742,10.29451395572666,Yes
275,1189.6225218080888,947,28,4096,320,10.29451395572666,Yes
275,1189.6225218080888,1040,28,4096,345.6,10.29451395572666,Yes
275,1189.6225218080888,1040,28,4096,320,10.29451395572666,Yes
275,1189.6225218080888,1040,28,4096,320,14,Yes
250,1189.6225218080888,975,28,4096,320,14,Yes
275,1189.6225218080888,1000,28,4096,320,10.29451395572666,Yes
190,1189.6225218080888,928,28,2048,179.2,10.29451395572666,Yes
190,1189.6225218080888,918,28,2048,176,12,Yes
550,1189.6225218080888,947,28,8192,133.48198064035742,10.29451395572666,Yes
190,1189.6225218080888,918,28,2048,176,12,Yes
275,1189.6225218080888,947,28,4096,320,14,Yes
190,1189.6225218080888,918,28,2048,176,10.29451395572666,Yes
190,1189.6225218080888,965,28,2048,179.2,12,Yes
190,1189.6225218080888,945,28,2048,176,12,Yes
190,1189.6225218080888,945,28,2048,176,12,Yes
190,1189.6225218080888,973,28,2048,179.2,12,Yes
190,1189.6225218080888,954,28,2048,179.2,12,Yes
190,1189.6225218080888,918,28,2048,176,12,Yes
250,1000,850,28,3072,288,16,Yes
250,1080,1000,28,3072,297.6,10.29451395572666,Yes
190,1189.6225218080888,973,28,2048,179.2,12,Yes
250,1000,850,28,3072,288,14,Yes
500,1070,931.8667621776505,28,6144,133.48198064035742,10.29451395572666,Yes
250,1100,1020,28,3072,288,16,Yes
250,1100,1000,28,3072,288,10.29451395572666,Yes
250,1150,1100,28,3072,307.2,10.29451395572666,Yes
250,1050,1000,28,6144,288,14,Yes
250,1020,870,28,3072,288,10.29451395572666,Yes
250,1070,950,28,3072,297.6,14,Yes
250,1050,1000,28,3072,288,10.29451395572666,Yes
250,1050,1000,28,3072,288,10.29451395572666,Yes
250,1030,880,28,3072,288,10.29451395572666,Yes
250,1100,1000,28,3072,288,10.29451395572666,Yes
375,1100,950,28,3072,307.2,10.29451395572666,Yes
280,1100,1000,28,3072,288,10.29451395572666,Yes
550,1000,931.8667621776505,28,6144,133.48198064035742,10.29451395572666,Yes
250,1070,970,28,3072,307.2,10.29451395572666,Yes
280,1000,925,28,3072,288,10.29451395572666,Yes
250,1000,850,28,3072,288,16,Yes
200,1000,933,28,3072,249.6,10.29451395572666,Yes
200,960,855,28,3072,240,14,Yes
200,953,847,28,3072,240,14,Yes
225,1072,950,28,3072,240,12,Yes
200,1000,933,28,3072,240,10.29451395572666,Yes
200,960,855,28,3072,240,12,Yes
200,980,874,28,3072,249.6,10.29451395572666,Yes
200,940,850,28,3072,240,10.29451395572666,Yes
250,1000,850,28,3072,288,14,Yes
400,933,931.8667621776505,28,6144,480,10.29451395572666,Yes
180,1050,1000,28,4096,179.2,12,Yes
180,1100,1050,28,2048,185.6,10.29451395572666,Yes
180,1100,1050,28,2048,185.6,10.29451395572666,Yes
180,1080,1030,28,2048,179.2,6,Yes
180,1150,1100,28,2048,192,10.29451395572666,Yes
180,1070,1020,28,4096,179.2,10.29451395572666,Yes
180,1070,1020,28,2048,179.2,10.29451395572666,Yes
200,933,827,28,3072,240,12,Yes
180,1150,1100,28,2048,192,10.29451395572666,Yes
180,1100,1060,28,2048,182.4,10.29451395572666,Yes
180,1150,1100,28,2048,179.2,10.29451395572666,Yes
180,1080,1030,28,2048,179.2,10.29451395572666,Yes
180,1180,1150,28,2048,179.2,10.29451395572666,Yes
180,1120,1030,28,4096,358.4,10.29451395572666,Yes
180,1080,1030,28,2048,179.2,10.29451395572666,Yes
180,1080,1030,28,2048,179.2,12,Yes
180,1140,1100,28,2048,179.2,10.29451395572666,Yes
180,1100,1050,28,8192,358.4,10.29451395572666,Yes
180,1120,1030,28,2048,179.2,10.29451395572666,Yes
175,1080,1030,28,2048,179.2,10.29451395572666,Yes
180,1100,1050,28,4096,179.2,10.29451395572666,Yes
180,1100,1050,28,2048,179.2,10.29451395572666,Yes
180,1050,1000,28,2048,179.2,12,Yes
225,1100,1050,28,4096,179.2,12,Yes
360,1050,1000,28,4096,358.4,10.29451395572666,Yes
150,925,900,28,2048,179.2,12,Yes
180,1120,1030,28,4096,179.2,10.29451395572666,Yes
175,975,900,28,2048,179.2,10.29451395572666,Yes
150,925,900,28,2048,179.2,6,Yes
175,975,950,28,2048,179.2,10.29451395572666,Yes
175,975,950,28,2048,179.2,10.29451395572666,Yes
150,950,925,28,2048,179.2,6,Yes
175,975,950,28,2048,179.2,10.29451395572666,Yes
300,925,900,28,4096,358.4,12,Yes
180,1120,1070,28,2048,179.2,10.29451395572666,Yes
150,925,900,28,2048,179.2,12,Yes
300,955,930,28,4096,358.4,12,Yes
146,955,930,28,2048,179.2,12,Yes
115,1189.6225218080888,931.8667621776505,28,2048,104,6,Yes
150,925,900,28,2048,179.2,12,Yes
150,925,900,28,2048,179.2,10.29451395572666,Yes
150,1036,1008,28,2048,179.2,10.29451395572666,Yes
150,925,900,28,2048,179.2,6,Yes
300,925,931.8667621776505,28,4096,358.4,10.29451395572666,Yes
150,955,930,28,2048,179.2,10.29451395572666,Yes
115,1189.6225218080888,1100,28,2048,102.4,6,Yes
146,955,930,28,2048,179.2,12,Yes
150,925,900,28,2048,179.2,12,Yes
115,1189.6225218080888,1160,28,2048,105.6,6,Yes
150,955,900,28,2048,179.2,10.29451395572666,Yes
225,1189.6225218080888,931.8667621776505,14,2792.3431903373594,133.48198064035742,12,Yes
150,1189.6225218080888,1250,14,2792.3431903373594,133.48198064035742,8,Yes
250,1189.6225218080888,1000,14,2792.3431903373594,133.48198064035742,14,Yes
150,1288,1120,14,8192,256,8,No
85,1189.6225218080888,1000,28,2048,80,6,Yes
150,1338,1120,14,8192,256,8,No
150,1266,1120,14,4096,224,8,No
150,1288,1120,14,8192,256,8,No
175,1300,1150,14,2792.3431903373594,133.48198064035742,12,Yes
85,1189.6225218080888,1030,28,2048,80,6,Yes
85,1189.6225218080888,1030,28,2048,80,6,Yes
85,1189.6225218080888,1188,28,2048,80,6,Yes
300,925,931.8667621776505,28,4096,358.4,10.29451395572666,Yes
85,1189.6225218080888,1050,28,2048,80,6,Yes
85,1189.6225218080888,1075,28,2048,80,6,Yes
85,1189.6225218080888,1000,28,2048,80,6,Yes
105,1189.6225218080888,1075,28,1024,102.4,6,Yes
105,1189.6225218080888,1075,28,2048,102.4,6,Yes
105,1189.6225218080888,1050,28,2048,96,6,Yes
105,1189.6225218080888,1050,28,2048,96,6,Yes
105,1189.6225218080888,1175,28,2048,96,6,Yes
105,1189.6225218080888,1050,28,2048,96,6,Yes
105,1189.6225218080888,1050,28,1024,96,6,Yes
105,1189.6225218080888,1075,28,1024,102.4,6,Yes
105,1189.6225218080888,1000,28,1024,96,6,Yes
105,1189.6225218080888,1000,28,2048,96,6,Yes
105,1189.6225218080888,1030,28,1024,96,6,Yes
105,1189.6225218080888,1100,28,2048,96,6,Yes
105,1189.6225218080888,1050,28,1024,96,6,Yes
105,1189.6225218080888,1000,28,2048,96,6,Yes
105,1189.6225218080888,1000,28,1024,96,6,Yes
105,1189.6225218080888,1075,28,1024,96,6,Yes
105,1189.6225218080888,1075,28,1024,102.4,6,Yes
105,1189.6225218080888,1000,28,1024,96,6,Yes
115,1189.6225218080888,1160,28,2048,105.6,6,Yes
115,1189.6225218080888,1100,28,2048,104,6,Yes
115,1189.6225218080888,1188,28,2048,104,6,Yes
115,1189.6225218080888,1188,28,2048,104,6,Yes
120,1189.6225218080888,1150,28,2048,105.6,6,Yes
115,1189.6225218080888,1188,28,2048,112,6,Yes
115,1189.6225218080888,1175,28,2048,104,6,Yes
105,1189.6225218080888,1160,28,2048,105.6,6,Yes
230,1189.6225218080888,1100,28,4096,208,12,Yes
115,1189.6225218080888,1100,28,2048,104,6,Yes
115,1189.6225218080888,1100,28,2048,104,6,Yes
150,1328,1120,14,8192,256,6,No
150,1266,1120,14,4096,224,6,No
150,1342,1208,14,8192,256,8,No
150,1306,1208,14,4096,224,8,No
150,1266,1120,14,4096,224,6,No
150,1266,1120,14,8192,256,6,No
120,1266,1120,14,4096,224,8,No
150,1266,1120,14,8192,256,8,No
150,1330,1120,14,8192,256,8,No
150,1266,1120,14,8192,256,6,No
150,1266,1120,14,4096,224,6,No
150,1279,1120,14,4096,224,8,No
150,1279,1120,14,8192,256,8,No
150,1303,1120,14,4096,224,8,No
150,1303,1120,14,8192,256,8,No
150,1291,1120,14,8192,256,8,No
120,1291,1120,14,4096,224,8,No
150,1338,1120,14,8192,256,8,No
95,1189.6225218080888,1000,28,2048,96,6,Yes
150,1266,1120,14,8192,256,6,No
120,1266,1120,14,4096,224,8,No
95,1189.6225218080888,1050,28,1024,96,6,Yes
120,1266,1120,14,4096,224,6,No
80,1189.6225218080888,950,28,1024,72,6,Yes
150,1338,1120,14,8192,256,8,No
80,1189.6225218080888,1100,28,1024,83.2,6,Yes
80,1189.6225218080888,1000,28,1024,72,6,Yes
80,1189.6225218080888,1050,28,1024,72,6,Yes
83,1189.6225218080888,950,28,1024,72,6,Yes
80,1189.6225218080888,1000,28,1024,72,6,Yes
160,1189.6225218080888,950,28,4096,144,10.29451395572666,Yes
80,1189.6225218080888,1020,28,2048,72,6,Yes
80,1189.6225218080888,1000,28,1024,72,10.29451395572666,Yes
61,1189.6225218080888,800,28,1024,72,10.29451395572666,Yes
75,1189.6225218080888,800,28,1024,72,10.29451395572666,Yes
55,1189.6225218080888,800,28,1024,72,10.29451395572666,Yes
80,1189.6225218080888,1020,28,2048,73.6,10.29451395572666,Yes
65,1050,1000,28,2048,25.6,10.29451395572666,No
80,1189.6225218080888,950,28,2048,72,6,Yes
65,1050,1000,28,2048,28.8,10.29451395572666,No
65,1100,1050,28,2048,28.8,10.29451395572666,No
65,1050,1000,28,1024,25.6,10.29451395572666,Yes
65,1050,1000,28,2048,28.8,10.29451395572666,No
150,1288,1120,14,8192,256,8,No
48,1050,1000,28,2048,28.8,10.29451395572666,No
65,1050,1000,28,2048,28.8,10.29451395572666,No
150,1266,1120,14,8192,256,6,No
150,1288,1120,14,8192,256,8,No
150,1266,1120,14,8192,256,6,No
150,1266,1120,14,4096,224,8,No
150,1290,1120,14,8192,256,8,No
120,1266,1120,14,4096,224,8,No
150,1266,1120,14,8192,256,6,No
150,1266,1120,14,4096,224,8,No
150,1266,1120,14,4096,224,6,No
150,1266,1120,14,8192,256,10.29451395572666,No
150,1266,1120,14,8192,256,8,No
150,1266,1120,14,8192,256,8,No
150,1330,1120,14,8192,256,8,No
300,1266,1120,14,2792.3431903373594,512,12,Yes
150,1266,1120,14,8192,256,6,Yes
150,1266,1120,14,8192,256,6,No
120,1280,926,14,4096,224,6,No
120,1266,1120,14,4096,224,6,Yes
120,1226,926,14,4096,224,6,Yes
65,1050,1000,28,1024,73.6,10.29451395572666,No
75,1100,1050,28,1024,73.6,10.29451395572666,No
120,1226,926,14,4096,211.2,6,Yes
120,1256,926,14,4096,224,6,Yes
130,1050,1000,28,2048,147.2,12,Yes
65,1050,1000,28,2048,73.6,10.29451395572666,Yes
65,1100,1050,28,1024,73.6,10.29451395572666,No
65,1050,1000,28,1024,73.6,10.29451395572666,No
65,1050,1000,28,1024,73.6,6,No
65,1050,1000,28,2048,73.6,10.29451395572666,Yes
65,1050,1000,28,1024,73.6,10.29451395572666,No
130,1050,1000,28,2048,147.2,12,Yes
65,1050,1000,28,1024,73.6,10.29451395572666,No
35,780,730,28,4096,21.3,10.29451395572666,No
65,1100,1050,28,2048,73.6,10.29451395572666,Yes
35,780,730,28,2048,25.6,10.29451395572666,No
59,1100,1000,28,1024,73.6,10.29451395572666,No
30,780,730,28,1024,73.6,10.29451395572666,No
30,780,730,28,2048,72,10.29451395572666,No
30,780,730,28,2048,73.6,10.29451395572666,Yes
30,780,730,28,1024,72,10.29451395572666,No
35,780,730,28,1024,28.8,10.29451395572666,No
35,780,730,28,1024,28.8,10.29451395572666,No
120,1216,926,14,4096,224,6,No
30,800,750,28,2048,28.8,10.29451395572666,No
120,1260,1121,14,8192,256,8,No
120,1260,1143,14,4096,224,8,No
120,1270,926,14,4096,224,8,No
110,1242,926,14,4096,211.2,8,No
120,1210,926,14,4096,211.2,6,No
110,1218,926,14,4096,211.2,8,No
110,1242,926,14,8192,211.2,8,No
120,1256,926,14,4096,211.2,6,No
110,1218,926,14,2792.3431903373594,211.2,8,Yes
120,1256,926,14,4096,211.2,8,Yes
120,1206,926,14,4096,211.2,6,No
120,1206,926,14,4096,211.2,6,Yes
75,1200,1090,14,4096,112,10.29451395572666,No
75,1220,1090,14,4096,112,6,No
75,1200,931.8667621776505,14,2048,112,10.29451395572666,Yes
120,1270,926,14,4096,211.2,6,No
75,1220,1090,14,4096,112,6,No
75,1220,1090,14,2048,112,6,No
120,1230,926,14,4096,211.2,6,No
150,1220,1090,14,2048,112,6,No
75,1210,1090,14,2048,112,6,No
75,1210,1090,14,4096,112,10.29451395572666,No
75,1210,931.8667621776505,14,2048,112,10.29451395572666,No
150,1250,1090,14,4096,112,6,No
75,1212,931.8667621776505,14,2048,112,10.29451395572666,No
75,1220,931.8667621776505,14,2048,112,6,No
75,1212,1090,14,4096,133.48198064035742,10.29451395572666,No
75,1236,931.8667621776505,14,2048,112,6,Yes
75,1212,931.8667621776505,14,2048,112,10.29451395572666,No
75,1220,1090,14,4096,112,10.29451395572666,No
75,1236,1090,14,4096,112,6,No
75,1200,931.8667621776505,14,4096,112,10.29451395572666,No
75,1224,931.8667621776505,14,2048,112,6,No
75,1212,1090,14,4096,112,10.29451395572666,No
75,1200,931.8667621776505,14,2048,112,6,No
30,800,750,28,2048,28.8,10.29451395572666,No
75,1200,931.8667621776505,14,2792.3431903373594,133.48198064035742,10.29451395572666,No
35,810,760,28,2048,28.8,10.29451395572666,No
75,1200,1090,14,2792.3431903373594,133.48198064035742,10.29451395572666,Yes
35,780,730,28,2048,28.8,10.29451395572666,No
30,780,730,28,2048,28.8,10.29451395572666,No
30,900,780,28,2048,28.8,10.29451395572666,No
35,780,730,28,4096,28.8,10.29451395572666,No
35,820,770,28,4096,28.8,10.29451395572666,No
30,780,730,28,1024,25.6,10.29451395572666,No
35,780,730,28,2048,28.8,10.29451395572666,No
35,1189.6225218080888,775,40,1024,14.4,10.29451395572666,No
37,1189.6225218080888,875,40,1024,14.4,10.29451395572666,No
19,1189.6225218080888,625,40,1024,12.8,10.29451395572666,No
19,1189.6225218080888,625,40,2048,10.7,10.29451395572666,No
19,1189.6225218080888,625,40,1024,10.7,10.29451395572666,No
19,1189.6225218080888,625,40,2048,8,10.29451395572666,No
19,1189.6225218080888,625,40,1024,8,10.29451395572666,No
19,1189.6225218080888,625,40,2048,8,10.29451395572666,No
19,1189.6225218080888,625,40,1024,10.7,10.29451395572666,No
19,1189.6225218080888,650,40,2048,9.6,10.29451395572666,No
19,1189.6225218080888,625,40,1024,8.5,10.29451395572666,No
19,1189.6225218080888,625,40,1024,8.5,10.29451395572666,No
250,1189.6225218080888,931.8667621776505,28,2792.3431903373594,512,14,Yes
19,1189.6225218080888,625,40,1024,9.6,10.29451395572666,No
30,1189.6225218080888,825,28,1024,16,10.29451395572666,No
19,1189.6225218080888,650,40,1024,8.5,10.29451395572666,No
295,1546,931.8667621776505,14,8192,256,16,Yes
75,1220,1090,14,4096,133.48198064035742,16,No
150,1386,931.8667621776505,14,8192,256,8,Yes
150,1425,931.8667621776505,14,8192,256,8,Yes
150,1386,931.8667621776505,14,4096,224,14,Yes
150,1405,931.8667621776505,14,8192,256,8,Yes
150,1425,931.8667621776505,14,8192,256,14,Yes
150,1366,931.8667621776505,14,8192,256,14,Yes
150,1366,931.8667621776505,14,8192,256,14,Yes
150,1366,931.8667621776505,14,8192,256,8,Yes
150,1366,931.8667621776505,14,8192,224,14,Yes
150,1450,931.8667621776505,14,8192,256,14,Yes
150,1411,931.8667621776505,14,8192,224,14,Yes
150,1450,931.8667621776505,14,8192,256,14,Yes
150,1350,931.8667621776505,14,4096,224,8,Yes
150,1350,931.8667621776505,14,8192,256,8,Yes
150,1425,931.8667621776505,14,8192,256,8,Yes
150,1441,931.8667621776505,14,8192,256,8,Yes
150,1411,931.8667621776505,14,8192,256,14,Yes
150,1393,931.8667621776505,14,4096,224,8,Yes
150,1393,931.8667621776505,14,8192,256,8,Yes
150,1380,931.8667621776505,14,8192,256,8,Yes
150,1366,931.8667621776505,14,4096,224,8,Yes
150,1366,931.8667621776505,14,8192,256,8,Yes
150,1340,931.8667621776505,14,4096,224,8,Yes
150,1430,931.8667621776505,14,8192,256,8,Yes
150,1340,931.8667621776505,14,8192,256,8,Yes
150,1355,931.8667621776505,14,8192,256,8,Yes
150,1405,931.8667621776505,14,8192,256,8,Yes
150,1366,931.8667621776505,14,4096,224,8,Yes
150,1355,931.8667621776505,14,4096,224,8,Yes
150,1439,931.8667621776505,14,8192,256,8,Yes
150,1366,931.8667621776505,14,8192,256,8,Yes
150,1380,931.8667621776505,14,4096,224,8,Yes
150,1380,931.8667621776505,14,8192,256,8,Yes
150,1340,931.8667621776505,14,8192,256,8,Yes
150,1360,931.8667621776505,14,8192,256,8,Yes
150,1380,931.8667621776505,14,8192,256,8,Yes
150,1431,931.8667621776505,14,8192,256,8,Yes
150,1340,931.8667621776505,14,4096,224,8,Yes
195,1340,931.8667621776505,14,8192,224,8,Yes
195,1340,931.8667621776505,14,4096,224,8,Yes
120,1284,931.8667621776505,14,4096,224,6,Yes
150,1340,931.8667621776505,14,8192,256,8,Yes
120,1293,931.8667621776505,14,4096,224,6,Yes
120,1293,931.8667621776505,14,8192,224,6,Yes
120,1250,931.8667621776505,14,4096,224,6,Yes
120,1320,931.8667621776505,14,4096,224,6,Yes
120,1244,931.8667621776505,14,4096,224,6,Yes
120,1256,931.8667621776505,14,4096,224,6,Yes
120,1256,931.8667621776505,14,8192,224,6,Yes
120,1268,931.8667621776505,14,8192,224,6,Yes
120,1268,931.8667621776505,14,4096,224,6,Yes
120,1244,931.8667621776505,14,8192,224,6,Yes
120,1264,931.8667621776505,14,4096,224,8,Yes
120,1320,931.8667621776505,14,4096,224,8,Yes
120,1295,931.8667621776505,14,4096,224,8,Yes
120,1244,931.8667621776505,14,4096,224,6,Yes
120,1255,931.8667621776505,14,4096,224,8,Yes
120,1310,931.8667621776505,14,4096,224,8,Yes
120,1254,931.8667621776505,14,4096,224,8,Yes
120,1266,931.8667621776505,14,4096,224,6,Yes
120,1244,931.8667621776505,14,8192,224,8,Yes
120,1244,931.8667621776505,14,4096,224,6,Yes
120,1244,931.8667621776505,14,4096,224,6,Yes
80,1275,1175,14,4096,112,10.29451395572666,No
80,1295,1175,14,4096,112,10.29451395572666,No
75,1200,931.8667621776505,14,2048,133.48198064035742,10.29451395572666,No
80,1295,1175,14,2048,112,10.29451395572666,No
80,1295,1175,14,2048,112,10.29451395572666,No
80,1295,1175,14,4096,112,10.29451395572666,No
80,1295,1175,14,2048,112,10.29451395572666,No
80,1275,1175,14,2048,112,10.29451395572666,No
80,1295,1175,14,2048,112,10.29451395572666,No
80,1300,1175,14,4096,112,10.29451395572666,No
45,1216,1175,14,4096,112,10.29451395572666,No
80,1288,1175,14,4096,112,10.29451395572666,No
80,1275,1180,14,2048,112,10.29451395572666,No
80,1216,1175,14,4096,112,10.29451395572666,No
80,1275,1180,14,4096,112,10.29451395572666,No
80,1275,1180,14,2048,112,10.29451395572666,No
80,1295,1175,14,2048,112,10.29451395572666,No
80,1196,1175,14,2048,112,10.29451395572666,No
80,1275,1180,14,4096,112,10.29451395572666,No
80,1196,1175,14,4096,112,10.29451395572666,No
80,1320,1175,14,2048,112,10.29451395572666,No
75,1275,1180,14,4096,112,10.29451395572666,No
80,1275,1175,14,4096,112,10.29451395572666,No
80,1320,1175,14,4096,112,10.29451395572666,No
80,1287,1175,14,2048,112,10.29451395572666,No
75,1313,1175,14,4096,112,10.29451395572666,No
75,1275,1175,14,4096,112,10.29451395572666,No
80,1275,1180,14,2048,112,10.29451395572666,No
75,1275,1175,14,4096,112,10.29451395572666,No
80,1313,1175,14,2048,112,10.29451395572666,No
75,1275,1175,14,4096,112,10.29451395572666,No
75,1275,1175,14,4096,112,10.29451395572666,No
80,1275,1175,14,4096,112,10.29451395572666,No
80,1275,1175,14,2048,112,10.29451395572666,No
75,1275,1175,14,2048,112,10.29451395572666,No
75,1275,1175,14,2048,112,10.29451395572666,No
75,1200,1090,14,4096,133.48198064035742,10.29451395572666,No
75,1200,1090,14,2048,133.48198064035742,10.29451395572666,No
66,1189.6225218080888,931.8667621776505,28.836178861788618,512,44.2,10.29451395572666,Yes
125,1189.6225218080888,931.8667621776505,28.836178861788618,512,64,10.29451395572666,Yes
96,1189.6225218080888,931.8667621776505,28.836178861788618,512,57.6,10.29451395572666,Yes
135,1189.6225218080888,931.8667621776505,28.836178861788618,512,49.6,10.29451395572666,Yes
57,1189.6225218080888,931.8667621776505,28.836178861788618,256,38.4,10.29451395572666,Yes
100,1189.6225218080888,931.8667621776505,28.836178861788618,256,46.4,10.29451395572666,Yes
75,1189.6225218080888,931.8667621776505,28.836178861788618,256,42.2,10.29451395572666,Yes
70,1189.6225218080888,931.8667621776505,28.836178861788618,256,64,10.29451395572666,Yes
42,1189.6225218080888,931.8667621776505,28.836178861788618,512,25.6,10.29451395572666,Yes
113,1189.6225218080888,931.8667621776505,28.836178861788618,512,44.8,10.29451395572666,Yes
48,1189.6225218080888,931.8667621776505,28.836178861788618,256,31.7,10.29451395572666,Yes
75,1189.6225218080888,931.8667621776505,28.836178861788618,256,38.4,10.29451395572666,Yes
44,1189.6225218080888,931.8667621776505,28.836178861788618,256,22.4,10.29451395572666,Yes
48,1189.6225218080888,931.8667621776505,28.836178861788618,512,31.7,10.29451395572666,Yes
